Beacon1,Beacon2,Beacon3,Beacon4,Beacon5,Beacon6,Beacon7,Beacon8,Beacon9,Beacon10,Target
,-93.99,-84.4,-77.38,-73.99,-93.99,,,,-88.58,2
-92.99,-80.7,-103.98,,,-80.7,-92.99,,,,2
-97.99,,-92.22,,-93.86,,-97.99,-72.14,-72.14,-97.99,2
-95.99,,-99.99,,,,-95.99,,,-100.99,2
-93.99,,,-85.98,-74.2,,-93.99,,,-90.99,2
-75.92,-85.79,-89.37,-96.99,-97.99,-85.79,-75.92,-99.99,-99.99,-95.99,2
-87.99,-85.45,,,,-85.45,-87.99,,,,2
-91.53,-82.54,,-97.79,,-82.54,-91.53,,,-101.98,2
,,,-97.99,,,,-76.53,-76.53,-99.99,2
-88.87,,-95.45,,,,-88.87,-75.98,-75.98,-90.38,2
-89.45,,,-92.45,-87.2,,-89.45,,,-71.2,2
-97.99,-87.47,-97.99,-94.2,-91.2,-87.47,-97.99,,,-103.98,2
-96.99,,-95.7,-106.97,,,-96.99,,,,2
-90.35,-89.99,-96.22,-95.99,-99.99,-89.99,-90.35,-82.45,-82.45,-91.75,2
-90.18,-100.99,-97.99,-88.45,-97.99,-100.99,-90.18,-80.93,-80.93,-95.86,2
-74.05,-90.99,-86.71,-91.14,-89.23,-90.99,-74.05,,,-92.99,2
-75.48,-85.23,-86.46,-90.02,-89.99,-85.23,-75.48,-100.99,-100.99,-94.99,2
-80.9,-76.92,-89.99,-87.92,-94.99,-76.92,-80.9,-91.86,-91.86,-94.45,2
-88.53,,-91.99,-96.99,,,-88.53,-72.44,-72.44,,2
-87.08,,,,,,-87.08,,,,2
-87.87,,,-87.8,-75.2,,-87.87,,,-87.36,2
-85.19,-75.54,-94.86,-103.98,-99.99,-75.54,-85.19,,,-94.45,2
-89.86,,,,-86.98,,-89.86,,,-72.53,2
-85.87,,-80.45,-89.47,-95.02,,-85.87,-94.86,-94.86,-95.99,2
-94.99,,-88.99,-86.41,-71.67,,-94.99,,,,2
-86.45,-101.98,-85.47,-97.99,-96.99,-101.98,-86.45,-72.53,-72.53,-92.86,2
-78.74,-87.99,-67.64,-85.99,,-87.99,-78.74,-94.99,-94.99,,2
-81.73,-73.88,,-90.88,,-73.88,-81.73,,,,2
-83.93,-87.45,-86.47,-85.87,,-87.45,-83.93,-76.61,-76.61,-92.86,2
-90.99,,,,,,-90.99,-74.98,-74.98,-96.99,2
-85.23,-85.15,-88.68,-84.57,-96.99,-85.15,-85.23,-78.99,-78.99,,2
-91.45,,-95.22,-100.99,,,-91.45,-75.97,-75.97,-98.99,2
-90.2,-83.88,-92.45,-94.98,,-83.88,-90.2,-96.99,-96.99,,2
-96.99,-92.99,-93.02,,,-92.99,-96.99,-88.88,-88.88,,2
-87.99,-93.35,-96.99,-94.99,,-93.35,-87.99,-76.45,-76.45,,2
-97.99,,-90.8,-87.99,-78.87,,-97.99,,,-84.14,2
-94.99,,-93.86,-87.99,,,-94.99,-84.47,-84.47,,2
-96.99,,-94.99,-84.35,,,-96.99,-78.99,-78.99,,2
-85.77,,-78.78,-77.53,-68.04,,-85.77,,,,2
-83.87,,-87.45,-84.24,-98.99,,-83.87,,,,2
-84.07,,-96.99,-86.66,-76.86,,-84.07,,,-88.99,2
-93.99,,-91.53,-87.4,-80.99,,-93.99,,,-90.99,2
-76.9,-93.86,-66.38,-86.98,,-93.86,-76.9,,,-90.99,2
-85.75,-93.99,-88.95,-83.81,-95.8,-93.99,-85.75,-74.87,-74.87,-97.99,2
-87.99,,-88.87,-86.87,,,-87.99,-84.99,-84.99,-101.98,2
-88.26,,-101.98,,,,-88.26,,,,2
-91.99,-86.23,-99.99,-98.99,-92.98,-86.23,-91.99,-93.99,-93.99,,2
-84.75,-75,-94.86,-103.98,-99.99,-75,-84.75,,,-94.45,2
-88.99,,-93.8,-97.99,,,-88.99,-92.99,-92.99,,2
-83.45,,-85.28,-89.99,-91.99,,-83.45,-88.23,-88.23,,2
-87.99,-82.5,-88.66,,-94.53,-82.5,-87.99,-80.56,-80.56,-100.99,2
-87.45,,,,,,-87.45,,,-102.98,2
,-80.75,-93.45,,,-80.75,,,,,2
-84.37,-99.99,-98.99,-94.99,,-99.99,-84.37,-73,-73,-92.86,2
,-77.45,,-99.45,-102.98,-77.45,,-94.99,-94.99,-96.99,2
,,,-84.73,-85.66,,,-97.99,-97.99,-74.82,2
,,-92.24,,-97.99,,,-88.99,-88.99,,2
-98.99,,-79.38,-90.99,,,-98.99,-93.99,-93.99,-92.98,2
-94.99,-75.96,,,,-75.96,-94.99,-94.99,-94.99,-99.99,2
,,-96.86,-95.99,-97.99,,,-79.58,-79.58,-94.99,2
,,-97.99,-95.86,-96.99,,,,,-99.99,2
-92.99,-84.01,-100.99,,,-84.01,-92.99,,,,2
-83.1,-93.99,,-82.45,-74.53,-93.99,-83.1,,,-82.68,2
-87.53,,-96.99,,-89.99,,-87.53,,,-70.33,2
-82.65,,-96.02,-95.22,-93.45,,-82.65,-85.53,-85.53,,2
-90.18,,-97.99,-91.99,-97.99,,-90.18,-83.1,-83.1,-97.99,2
-88.99,,-75.24,,,,-88.99,,,,2
-98.99,-88.99,-87.4,,-96.99,-88.99,-98.99,-78.99,-78.99,-91.8,2
-85.99,,,-89.53,,,-85.99,-77.8,-77.8,,2
,-92.22,,-91.45,-83.98,-92.22,,,,-83.02,2
-82.75,-97.99,-88.48,-88.53,-87.23,-97.99,-82.75,,,-67.87,2
-87.23,,,-85.18,,,-87.23,-76.04,-76.04,-96.99,2
,,-96.86,-94.98,,,,-98.45,-98.45,,2
-82.5,-73.01,-84.98,-96.98,-73.01,-82.5,-87.72,-87.72,,,2
-95.99,,-96.99,,,,-95.99,-98.99,-98.99,,2
-84.53,-74.2,,,,-74.2,-84.53,,,,2
-85.45,,,-96.99,-94.99,,-85.45,-88.53,-88.53,,2
-78.92,-80.99,-88.04,-93.99,-90.02,-80.99,-78.92,-86.98,-86.98,,2
-84.75,-88.99,-87.82,-80.31,-91.7,-88.99,-84.75,-78.38,-78.38,,2
-80.92,-77.87,-95.8,-86.46,-87.53,-77.87,-80.92,-84.22,-84.22,-95.99,2
-85.02,-97.45,-87.8,-86.1,-92.29,-97.45,-85.02,-77.7,-77.7,,2
,-92.3,-96.99,-94.99,-96.99,-92.3,,-76.45,-76.45,,2
,,-96.99,-88.87,-85.99,,,,,-72.77,2
-86.45,,,-90.47,,,-86.45,-74.29,-74.29,-99.99,2
-86.87,-91.53,-84.99,-79.39,-76.38,-91.53,-86.87,,,-85.02,2
-84.53,-75.23,,-93.99,,-75.23,-84.53,-93.99,-93.99,-97.99,2
-95.45,-83.71,-95.99,,-97.45,-83.71,-95.45,,,,2
-84.8,,-100.99,,,,-84.8,-97.99,-97.99,-99.99,2
-89.99,-78.5,-96.99,-87.47,-99.99,-78.5,-89.99,-94.99,-94.99,,2
-72.38,-83.99,-94.99,,,-83.99,-72.38,,,,2
-97.99,,-89.99,-84.23,-95.99,,-97.99,-94.99,-94.99,,2
-77.44,-77.88,-86.88,-85.33,-90.19,-77.88,-77.44,-85.58,-85.58,-93.86,2
-85.01,-75.8,-96.99,-96.2,-99.99,-75.8,-85.01,-95.99,-95.99,-96.99,2
-95.99,-78.14,-99.99,,,-78.14,-95.99,,,,2
-80.08,-79.23,-88.02,-87.23,-88.68,-79.23,-80.08,-91.45,-91.45,,2
-79.57,-73.88,,-92.1,,-73.88,-79.57,,,,2
-91.45,,,-86.65,-85.99,,-91.45,-97.99,-97.99,-79.45,2
-89.72,,,-98.99,-96.99,,-89.72,-88.02,-88.02,,2
-88.35,,,,-99.99,,-88.35,-82.9,-82.9,,2
-90.02,,-95.45,,,,-90.02,-74.53,-74.53,-90.38,2
-85.7,,-92.99,-89.99,-74.85,,-85.7,,,-85.1,2
-97.99,-76.98,-90.86,-98.22,,-76.98,-97.99,,,-94.45,2
-85.79,,-90.02,-88.79,-102.98,,-85.79,-95.99,-95.99,,2
-82.87,-80.45,-75.8,-86.46,-98.99,-80.45,-82.87,-92.8,-92.8,-93.86,2
,,,-97.99,,,,-74.14,-74.14,-92.86,2
-85.23,-88.99,,,-89.58,-88.99,-85.23,-90.02,-90.02,-95.53,2
-82.1,-77.99,-98.99,,,-77.99,-82.1,,,-98.99,2
-93.99,,-92.99,-87.8,-82.99,,-93.99,,,-87.53,2
-91.99,-99.99,,-90.99,-98.99,-99.99,-91.99,-73.44,-73.44,,2
-85.09,-74.7,-82.78,-91.66,-74.7,-85.09,,,-94.99,,2
-98.99,,,-94.99,-95.99,,-98.99,-82.66,-82.66,-98.99,2
-94.99,-82.99,-100.99,,,-82.99,-94.99,-94.99,-94.99,-96.99,2
,,-92.45,-99.99,,,,-83.99,-83.99,-90.98,2
-83.27,,-80.92,-93.99,-100.99,,-83.27,-98.99,-98.99,-99.45,2
-75.39,-83.8,-92.86,-91.88,-95.99,-83.8,-75.39,-100.99,-100.99,-91.38,2
-80.95,-87.99,-85.4,-79.39,-73.53,-87.99,-80.95,-104.98,-104.98,-83.81,2
,-82.02,,-89.99,,-82.02,,-94.99,-94.99,-98.99,2
-92.99,-98.99,,,,-98.99,-92.99,-71.74,-71.74,,2
-84.75,-81.38,-85.22,-79.11,-77.91,-81.38,-84.75,,,-89.72,2
-82.87,-85.87,-94.99,-82.45,-75.14,-85.87,-82.87,,,-90.99,2
,-96.99,,-85.99,-88.99,-96.99,,-90.99,-90.99,-75.88,2
-93.99,-82.99,-92.99,,-94.99,-82.99,-93.99,-99.99,-99.99,,2
-75.48,-80.53,-88.23,-88.82,-88.82,-80.53,-75.48,,,-96.99,2
,-88.99,-88.47,,,-88.99,,-78.99,-78.99,-91.02,2
-75.7,-85.79,-81.26,-96.99,-97.99,-85.79,-75.7,-99.99,-99.99,-95.99,2
-85.87,-88.99,-85.23,-80.22,-74.39,-88.99,-85.87,-100.99,-100.99,-82.61,2
-86.56,-93.79,-89.58,-86.02,-80.99,-93.79,-86.56,,,-84.04,2
-89.45,,-93.99,-97.99,,,-89.45,-76.2,-76.2,-90.02,2
-87.35,,-90.23,,-91.38,,-87.35,-88.99,-88.99,,2
-80.69,-73.48,-88.53,-101.98,-73.48,-80.69,-88.99,-88.99,-95.99,,2
-93.8,-82.15,,,,-82.15,-93.8,-105.98,-105.98,-97.45,2
-85.16,-87.8,-94.98,-81.16,-91.44,-87.8,-85.16,-74.91,-74.91,-96.99,2
-92.45,,-90.99,-94.22,,,-92.45,-76.8,-76.8,,2
-94.99,-84.45,-93.86,,-94.22,-84.45,-94.99,-97.99,-97.99,,2
-87.29,,,-87.99,,,-87.29,-89.02,-89.02,,2
-91.99,,,-85.99,-73.23,,-91.99,,,-97.99,2
-84.01,,-86.99,-88.99,-99.99,,-84.01,-95.45,-95.45,-95.99,2
-75.14,,,,,,-75.14,-100.99,-100.99,-100.99,2
-86.87,-80.99,-89.47,-97.79,-93.45,-80.99,-86.87,-96.99,-96.99,,2
,,-102.98,,,,,-89.4,-89.4,,2
,-92.86,-90.23,-100.99,-92.65,-92.86,,-76.87,-76.87,-95.98,2
-78.79,-79.87,-85.67,-86.53,-92.99,-79.87,-78.79,-91.14,-91.14,,2
-92.45,-82.87,-88.99,-88.35,-75.87,-82.87,-92.45,,,-97.99,2
-80.31,-81.4,-90.99,-86.53,-89.99,-81.4,-80.31,-86.77,-86.77,,2
-89.53,-78.45,-88.38,-87.55,-86.53,-78.45,-89.53,-95.99,-95.99,-99.99,2
-85.16,-87.8,-91.45,-81.16,-90.58,-87.8,-85.16,-74.91,-74.91,-96.99,2
-95.99,,-100.99,-103.98,,,-95.99,-103.98,-103.98,,2
-86.62,,-78.53,-88.23,-103.98,,-86.62,-92.02,-92.02,-97.99,2
,,-80.98,-83.64,,,,,,,2
,,,,-95.99,,,-98.99,-98.99,,2
-86.53,,-101.98,-104.98,,,-86.53,,,-102.98,2
-88.45,-88.99,-92.99,-83.53,-76.99,-88.99,-88.45,,,,2
-87.47,-86.87,-83.49,-84.86,-89.22,-86.87,-87.47,-77.22,-77.22,,2
-92.99,-81.66,-88.99,-80.7,-80.99,-81.66,-92.99,,,-97.99,2
-85.23,-87.87,-92.99,-95.99,-94.8,-87.87,-85.23,-94.99,-94.99,,2
-87.14,,-97.99,-87.63,-100.99,,-87.14,-88.66,-88.66,-97.45,2
-91.99,,,-94.99,-96.99,,-91.99,-82.2,-82.2,,2
-89.99,,-90.99,-90.99,-73.24,,-89.99,,,-89.99,2
-92.86,-87.99,,-97.99,,-87.99,-92.86,-100.99,-100.99,,2
,,-84.02,-83.99,-66.82,,,,,-90.35,2
-90.35,,,,-99.53,,-90.35,,,,2
,,-90.2,-86.55,,,,-75.13,-75.13,,2
-90.86,-79.7,-103.98,,,-79.7,-90.86,,,,2
-89.35,-84.53,-94.99,,-98.99,-84.53,-89.35,-86.47,-86.47,,2
-82.59,-86.99,-92.45,-77.82,-74.18,-86.99,-82.59,,,-94.99,2
-88.02,-75.61,-96.99,-99.99,,-75.61,-88.02,,,-100.99,2
-85.99,-93.99,-86.23,-85.01,-90.99,-93.99,-85.99,-74.96,-74.96,,2
-85.87,,,-90.99,,,-85.87,-80.98,-80.98,,2
-88.99,-85.99,-97.99,,-88.99,-85.99,-88.99,,,-93.99,2
-79.99,,-75.53,-86.99,,,-79.99,-89.8,-89.8,,2
-95.99,-96.02,-86.45,-95.99,-99.99,-96.02,-95.99,-72.64,-72.64,-93.99,2
-92.86,-80.79,-98.99,-101.98,-99.99,-80.79,-92.86,,,-97.99,2
,,-94.99,-86.99,,,,-80.53,-80.53,-98.99,2
-86.23,-84.73,-85.87,-81.69,-75.58,-84.73,-86.23,-100.99,-100.99,-84.45,2
-89.35,-94.99,-89.99,-94.99,-74.97,-94.99,-89.35,,,,2
,,-87.47,-89.92,-92.99,,,-87.45,-87.45,,2
-87.99,-100.99,,-86.23,-93.86,-100.99,-87.99,-73.72,-73.72,-94.86,2
-95.99,-79.68,-89.23,-97.99,,-79.68,-95.99,-98.99,-98.99,-95.99,2
-85.87,,,,,,-85.87,-99.99,-99.99,,2
-96.99,-94.99,-89.99,,,-94.99,-96.99,-74.38,-74.38,,2
-92.99,-88.99,-94.99,-94.53,,-88.99,-92.99,-85.01,-85.01,,2
-93.99,-82.66,-81.45,-93.99,,-82.66,-93.99,,,-93.8,2
-75.95,,-87.02,,,,-75.95,-97.99,-97.99,,2
-83.2,-75.07,,,,-75.07,-83.2,-95.99,-95.99,,2
-91.99,,,-96.99,-88.99,,-91.99,,,-72.14,2
-90.99,,,,,,-90.99,-97.99,-97.99,,2
-90.99,,,-90.99,-98.99,,-90.99,-74.52,-74.52,,2
-87.87,-86.99,-85.99,-82.47,-74.99,-86.99,-87.87,,,-91.47,2
-90.99,,,-89.53,,,-90.99,-75.26,-75.26,-97.99,2
-82.22,-94.99,-88.23,-85.97,,-94.99,-82.22,-77.33,-77.33,-93.45,2
,-85.3,-87.99,-96.99,,-85.3,,-92.99,-92.99,,2
-95.22,-80.92,,,,-80.92,-95.22,-105.98,-105.98,-97.86,2
-89.45,,-93.99,-95.99,-95.22,,-89.45,-100.99,-100.99,-96.99,2
-94.99,-96.99,-99.99,-96.45,,-96.99,-94.99,-74.58,-74.58,-97.99,2
-85.99,-88.99,-85.23,-80.99,-67.33,-88.99,-85.99,,,,2
-75.09,-83.99,-88.53,-89.04,-92.99,-83.99,-75.09,,,-93.99,2
-89.99,,,-92.22,-97.98,,-89.99,-75.53,-75.53,-93.2,2
-78.78,,-66.58,-86.99,,,-78.78,,,,2
-89.99,,-95.99,-88.99,-98.99,,-89.99,-83.45,-83.45,-93.98,2
-95.99,-94.22,-92.86,-85.59,-82.53,-94.22,-95.99,,,-81.86,2
-98.99,,,,-102.98,,-98.99,,,-97.86,2
-82.8,,-73.45,-88.99,-88.99,,-82.8,-89.23,-89.23,,2
-97.99,,,-96.99,,,-97.99,-77.23,-77.23,-96.45,2
-95.99,,-101.98,-106.97,,,-95.99,,,,2
-82.79,-71.36,-85.55,-101.98,-71.36,-82.79,-89.99,-89.99,-99.99,,2
-90.98,-93.86,-68.22,-86.98,,-93.86,-90.98,-94.99,-94.99,-104.98,2
-84.84,-99.99,-98.99,-91.98,,-99.99,-84.84,-73.37,-73.37,-92.24,2
,,,-99.22,-100.99,,,-103.98,-103.98,,2
-84.23,,,-88.87,-94.99,,-84.23,-76.33,-76.33,,2
-75.7,-89.99,-89.99,,-94.99,-89.99,-75.7,-96.99,-96.99,,2
,,,,,,,-72.53,-72.53,,2
-92.99,-76.99,-85.45,-88.35,-99.99,-76.99,-92.99,-95.99,-95.99,-97.99,2
-93.22,-97.99,-99.99,-88.99,-82.7,-97.99,-93.22,,,-79.82,2
,-99.99,,-88.04,-83.58,-99.99,,-94.99,-94.99,-73.09,2
-86.58,,,-87.75,-98.99,,-86.58,-90.2,-90.2,-91.8,2
-76.23,-82.87,,,,-82.87,-76.23,-99.99,-99.99,,2
-96.22,,-94.99,-97.99,-81.86,,-96.22,,,-84.16,2
-85.06,-93.99,-84.3,-86.99,-91.47,-93.99,-85.06,-77.2,-77.2,,2
-83.65,-76.86,-91.19,-90.98,-88.97,-76.86,-83.65,-88.53,-88.53,,2
,,,-89.23,-96.99,,,-83.99,-83.99,,2
-88.99,-101.98,-85.47,,-96.99,-101.98,-88.99,-71.68,-71.68,-96.99,2
-84.99,,-85.49,-83.97,-82.2,,-84.99,,,-66.79,2
-86.24,,,,-95.99,,-86.24,,,-70.44,2
-89.99,-84.23,-92.45,-94.99,,-84.23,-89.99,,,,2
-78.24,,-70.45,-84.23,-93.99,,-78.24,,,,2
-81.14,,-100.99,-90.14,-81.83,,-81.14,,,-67.2,2
-92.99,,,,,,-92.99,,,-103.98,2
-88.99,,-79.14,,-101.98,,-88.99,-98.99,-98.99,-99.99,2
,-101.98,,-88.87,-81.38,-101.98,,,,-81.68,2
-87.1,-91.99,-98.99,-99.99,,-91.99,-87.1,-73.82,-73.82,-91.2,2
-86.75,-85.35,-88.66,-78.87,-75.14,-85.35,-86.75,,,-78,2
-86.82,-93.55,-93.02,-86.99,-78.45,-93.55,-86.82,,,-84.23,2
-96.99,-93.99,,,-97.99,-93.99,-96.99,-87.99,-87.99,-96.99,2
-89.45,,-97.99,-88.34,-97.98,,-89.45,-88.66,-88.66,-97.45,2
-88.99,-81.7,,,,-81.7,-88.99,-102.98,-102.98,,2
-97.99,,,-96.99,,,-97.99,-84.02,-84.02,-91.99,2
-90.99,,,-100.99,-97.99,,-90.99,,,-93.99,2
-84.75,,,-80.66,-69.53,,-84.75,,,-88.2,2
-82.77,-72.51,,,-98.53,-72.51,-82.77,,,-98.99,2
-84.4,-92.53,-91.35,-86.58,-86.45,-92.53,-84.4,,,-68.23,2
-79.58,-90.02,-67.38,,-93.47,-90.02,-79.58,,,-99.99,2
-94.99,,,,,,-94.99,-75.8,-75.8,-99.99,2
-84.87,-89.99,-85.08,-85.22,-85.99,-89.99,-84.87,-74.45,-74.45,-92.99,2
-88.99,-96.99,,-80.18,-77.45,-96.99,-88.99,,,-85.02,2
-89.86,,-94.45,-98.99,-90.45,,-89.86,,,-71.2,2
-87.99,-91.45,,-98.99,,-91.45,-87.99,-79.99,-79.99,-94.99,2
-94.99,,,-97.99,-95.99,,-94.99,,,-76.01,2
-79.48,-77.99,-89.23,-86.58,,-77.99,-79.48,-86.45,-86.45,,2
-93.99,-86.47,-79.86,-93.99,,-86.47,-93.99,,,-99.99,2
,,-94.99,-77.79,-71.45,,,,,,2
-96.99,-94.99,-98.99,-86.58,,-94.99,-96.99,-84.99,-84.99,-98.99,2
-89.48,-77.47,-89.99,,-100.99,-77.47,-89.48,-94.58,-94.58,-96.99,2
-93.8,,-93.99,-97.99,,,-93.8,-92.35,-92.35,-93.45,2
,,,-88.99,,,,,,-72.96,2
-90.99,,,-87.87,,,-90.99,-77.23,-77.23,,2
-86.58,-81.59,-98.99,,-96.99,-81.59,-86.58,-81.99,-81.99,,2
-96.99,-82.16,-89.99,-96.99,,-82.16,-96.99,-88.02,-88.02,,2
,-82.36,,-101.98,-98.99,-82.36,,-95.02,-95.02,,2
-94.99,,-92.99,,,,-94.99,-92.53,-92.53,-97.99,2
-69.28,-78,-85.15,-83.91,-90.87,-78,-69.28,-90.99,-90.99,-98.99,2
-84.23,-79.99,-87.44,-84.8,-92.14,-79.99,-84.23,-86.86,-86.86,,2
-97.99,,-94.99,,,,-97.99,-78.14,-78.14,,2
-81.02,-78.45,-88.99,-87.1,-92.53,-78.45,-81.02,-88.1,-88.1,-97.99,2
,,,,-88.99,,,,,-74.45,2
,,,-89.8,-95.99,,,-89.99,-89.99,-77.45,2
-83.89,,-84.75,-92.99,-98.99,,-83.89,-89.8,-89.8,-92.86,2
-91.86,-83.36,-92.86,,-99.99,-83.36,-91.86,-98.99,-98.99,,2
-91.45,-79.86,-94.97,-89.48,-94.99,-79.86,-91.45,-99.99,-99.99,-98.99,2
-90.99,-90.99,-86.87,-90.99,-98.99,-90.99,-90.99,,,,2
-89.53,-85.02,,-89.53,-93.8,-85.02,-89.53,-94.45,-94.45,-94.02,2
-93.99,,,-92.86,,,-93.99,-72.88,-72.88,-98.99,2
-83.2,-86.2,-93.02,-100.99,-92.46,-86.2,-83.2,-82.47,-82.47,-101.98,2
-87.27,-83.45,-89.99,-95.99,-95.99,-83.45,-87.27,-86.2,-86.2,,2
-96.98,,,-96.99,-82.45,,-96.98,,,-73.81,2
-89.02,,-90.99,-94.99,-98.99,,-89.02,-84.02,-84.02,,2
-93.99,,,,,,-93.99,-74.88,-74.88,-90.95,2
-79.47,-95.99,-66.39,-85.23,-90.45,-95.99,-79.47,-87.23,-87.23,,2
-81.48,,-94.99,-104.98,,,-81.48,-97.99,-97.99,,2
-84.47,-71.05,-86.24,-93.53,-71.05,-84.47,-89.2,-89.2,-98.99,,2
-96.99,,-99.99,-95.53,-95.99,,-96.99,,,-92.22,2
-84.99,-91.45,-95.99,-86.87,-104.98,-91.45,-84.99,-75.58,-75.58,,2
-85.99,,,-82.8,-73.87,,-85.99,,,,2
-93.45,-94.45,,-90.14,,-94.45,-93.45,-72.55,-72.55,-99.99,2
-82.92,-89.02,-81.65,-81.23,-75.48,-89.02,-82.92,-104.98,-104.98,-81.31,2
-78.8,,-78.23,-90.99,-96.99,,-78.8,-89.8,-89.8,,2
-82.8,,-72.92,-88.99,-88.99,,-82.8,-89.23,-89.23,,2
-96.99,-79.99,-82.99,-86.99,,-79.99,-96.99,-97.99,-97.99,,2
-82.08,,-86.58,-84.25,-79.39,,-82.08,,,-65,2
-89.47,-85.99,-99.99,,-94.99,-85.99,-89.47,-84.23,-84.23,,2
,,-102.98,,,,,-74.45,-74.45,-99.99,2
-88.3,,,,-87.37,,-88.3,,,-71.85,2
-89.23,,-96.99,,-87.4,,-89.23,,,-71.64,2
-81.65,-82.71,-91.86,-80.34,-73.57,-82.71,-81.65,-100.99,-100.99,-82.8,2
-90.99,-98.99,-91.58,-99.99,,-98.99,-90.99,-77.99,-77.99,-91.45,2
-95.99,,,,,,-95.99,,,,2
-90.99,,-102.98,-99.86,-104.98,,-90.99,,,,2
-98.99,-92.45,-88.99,-88.37,-98.99,-92.45,-98.99,-89.23,-89.23,,2
-84.17,-83.4,,-90.58,,-83.4,-84.17,-93.53,-93.53,-100.99,2
-74.54,-81.38,-88.75,-93.07,-93.99,-81.38,-74.54,,,-91.7,2
-76.3,,-65.69,-90.23,,,-76.3,-94.99,-94.99,,2
-87.47,-76.46,-92.35,-92.99,,-76.46,-87.47,-100.99,-100.99,,2
-85.76,-83.69,-90.37,-83.23,-73.61,-83.69,-85.76,,,-82.62,2
,-84.99,-87.45,-88.02,-66.38,-84.99,,,,-91.99,2
-93.99,,-90.02,-82.92,-75.99,,-93.99,,,,2
-89.8,-93.99,,,-86.9,-93.99,-89.8,,,-72.44,2
-84.5,,,-96.86,-92.86,,-84.5,-85.02,-85.02,,2
-84.92,-82.2,,-92.86,-99.99,-82.2,-84.92,-91.98,-91.98,,2
-86.9,-89.99,-82.61,-79.06,-75.65,-89.99,-86.9,,,-94.86,2
,,,-85.02,,,,-96.99,-96.99,-79.99,2
-86.99,-85.99,-84.8,-76.14,-69.99,-85.99,-86.99,,,,2
-85.68,,-92.99,-80.57,-75.2,,-85.68,,,-82.61,2
-81.53,-87.47,-73.2,-95.99,,-87.47,-81.53,-90.35,-90.35,,2
-84.99,,-84.45,-78.7,-65.51,,-84.99,,,-86.66,2
-76.7,,,-100.99,,,-76.7,,,,2
-83.2,-75.45,-92.86,,,-75.45,-83.2,,,-98.99,2
-84.2,-78.35,-94.99,-92.2,-102.98,-78.35,-84.2,-97.99,-97.99,,2
-86.23,,-86.87,-78.98,-70.98,,-86.23,,,-95.99,2
,-82.14,,-83.85,-81.99,-82.14,,,,-91.99,2
-94.99,-77.36,,,,-77.36,-94.99,-94.99,-94.99,-99.99,2
-78.53,-79.23,-88.8,-81.01,-88.87,-79.23,-78.53,-88.2,-88.2,-97.99,2
-78.52,-99.99,-85.47,-87.35,-78.66,-99.99,-78.52,,,-64.48,2
,-82.64,-98.99,,-95.99,-82.64,,,,,2
-73.38,-92.45,-87.35,-95.99,-97.99,-92.45,-73.38,-93.86,-93.86,-96.98,2
-89.35,-84.08,-95.99,-98.99,-100.99,-84.08,-89.35,,,,2
-94.99,-74.1,-94.53,,,-74.1,-94.99,-96.99,-96.99,,2
-88.47,-85.53,-98.98,-100.99,,-85.53,-88.47,,,,2
-94.99,-101.98,-89.99,-85.66,-80.99,-101.98,-94.99,,,-87.98,2
-93.99,,-94.99,,,,-93.99,-90.99,-90.99,,2
-84.85,,-87.02,,-69.23,,-84.85,,,,2
-86.47,,-65.44,-85.23,-99.99,,-86.47,-87.87,-87.87,,2
-91.98,-78.02,-95.99,-98.99,-103.98,-78.02,-91.98,-92.99,-92.99,-98.99,2
-86.75,,-86.87,-94.86,,,-86.75,-88.99,-88.99,,2
-88.99,,-98.99,-101.98,-85.12,,-88.99,-81.47,-81.47,,2
-85.68,-77.23,-85.7,,-77.23,-85.68,-94.86,-94.86,,,2
-83.65,-85.99,-95.99,,,-85.99,-83.65,-78.53,-78.53,,2
-85.79,-71.55,-86.95,-97.99,-71.55,-85.79,-91.33,-91.33,,,2
-91.92,-87.87,-98.99,,,-87.87,-91.92,-97.99,-97.99,,2
-93.1,,,,-98.99,,-93.1,,,,2
-88.53,,,,-89.02,,-88.53,,,-73.57,2
-84.58,,-86.23,,-89.66,,-84.58,-79.3,-79.3,,2
-89.53,,-88.8,-92.55,-95.99,,-89.53,-78.45,-78.45,,2
,,-92.22,-87.87,,,,-81.74,-81.74,-93.86,2
,-86.99,,-83.85,-76.99,-86.99,,,,,2
-76.86,,-94.98,-99.99,,,-76.86,,,,2
-94.99,,,-97.99,,,-94.99,-75.87,-75.87,,2
-94.99,,-89.58,-85.45,-76.02,,-94.99,,,-85.45,2
-85.7,-85.47,-82.87,-84.38,,-85.47,-85.7,-88.58,-88.58,-92.22,2
-85.99,,-86.99,-81.99,-67.97,,-85.99,,,-87.87,2
-81.87,-85.72,,-92.86,-93.99,-85.72,-81.87,-85.8,-85.8,,2
-91.58,-83.01,,-99.99,,-83.01,-91.58,-97.99,-97.99,,2
-76.78,-86.53,-84.33,-94.99,-90.58,-86.53,-76.78,-97.99,-97.99,-92.99,2
-89.99,,-78.53,-89.23,-102.98,,-89.99,-94.99,-94.99,-95.99,2
-89.53,,-84.86,,-73.83,,-89.53,,,-85.82,2
-93.98,-84.53,-93.99,-95.99,-100.99,-84.53,-93.98,-89.99,-89.99,,2
-96.99,-90.99,,-101.98,,-90.99,-96.99,-84.02,-84.02,,2
-88.53,-95.99,,,,-95.99,-88.53,-72.97,-72.97,,2
